Flat profile:

Each sample counts as 0.01 seconds.
  %   cumulative   self              self     total           
 time   seconds   seconds    calls   s/call   s/call  name    
  0.00      1.27     0.00   181000     0.00     0.00  std::_Rb_tree<std::pair<float, Operation>, std::pair<float, Operation>, std::_Identity<std::pair<float, Operation> >, std::less<std::pair<float, Operation> >, std::allocator<std::pair<float, Operation> > >::_M_drop_node(std::_Rb_tree_node<std::pair<float, Operation> >*)
  0.00      1.27     0.00   181000     0.00     0.00  std::_Rb_tree_node<std::pair<float, Operation> >* std::_Rb_tree<std::pair<float, Operation>, std::pair<float, Operation>, std::_Identity<std::pair<float, Operation> >, std::less<std::pair<float, Operation> >, std::allocator<std::pair<float, Operation> > >::_M_create_node<std::pair<float, Operation> >(std::pair<float, Operation>&&)
  0.00      1.27     0.00   181000     0.00     0.00  std::_Rb_tree<std::pair<float, Operation>, std::pair<float, Operation>, std::_Identity<std::pair<float, Operation> >, std::less<std::pair<float, Operation> >, std::allocator<std::pair<float, Operation> > >::_M_destroy_node(std::_Rb_tree_node<std::pair<float, Operation> >*)
  0.00      1.27     0.00   181000     0.00     0.00  void std::_Rb_tree<std::pair<float, Operation>, std::pair<float, Operation>, std::_Identity<std::pair<float, Operation> >, std::less<std::pair<float, Operation> >, std::allocator<std::pair<float, Operation> > >::_M_construct_node<std::pair<float, Operation> >(std::_Rb_tree_node<std::pair<float, Operation> >*, std::pair<float, Operation>&&)
  0.00      1.27     0.00   181000     0.00     0.00  std::_Rb_tree_node<std::pair<float, Operation> >*& std::forward<std::_Rb_tree_node<std::pair<float, Operation> >*&>(std::remove_reference<std::_Rb_tree_node<std::pair<float, Operation> >*&>::type&)
  0.00      1.27     0.00   181000     0.00     0.00  std::_Rb_tree_node_base*& std::forward<std::_Rb_tree_node_base*&>(std::remove_reference<std::_Rb_tree_node_base*&>::type&)
  0.00      1.27     0.00   180070     0.00     0.00  __gnu_cxx::__normal_iterator<Operation const*, std::vector<Operation, std::allocator<Operation> > >::operator++()
  0.00      1.27     0.00   180070     0.00     0.00  __gnu_cxx::__normal_iterator<Operation const*, std::vector<Operation, std::allocator<Operation> > >::operator*() const
  0.00      1.27     0.00   180000     0.00     0.00  void std::_Construct<Operation, Operation const&>(Operation*, Operation const&)
  0.00      1.27     0.00   175017     0.00     0.00  BeamNode* std::__addressof<BeamNode>(BeamNode&)
  0.00      1.27     0.00   154742     0.00     0.00  __gnu_cxx::__normal_iterator<BeamNode*, std::vector<BeamNode, std::allocator<BeamNode> > >::operator*() const
  0.00      1.27     0.00   147576     0.00     0.00  void std::_Destroy_aux<true>::__destroy<Operation*>(Operation*, Operation*)
  0.00      1.27     0.00   147576     0.00     0.00  std::_Vector_base<Operation, std::allocator<Operation> >::_Vector_impl::~_Vector_impl()
  0.00      1.27     0.00   147576     0.00     0.00  std::_Vector_base<Operation, std::allocator<Operation> >::~_Vector_base()
  0.00      1.27     0.00   147576     0.00     0.00  std::vector<Operation, std::allocator<Operation> >::~vector()
  0.00      1.27     0.00   147576     0.00     0.00  void std::_Destroy<Operation*>(Operation*, Operation*)
  0.00      1.27     0.00   146785     0.00     0.00  std::_Vector_base<Operation, std::allocator<Operation> >::_M_get_Tp_allocator() const
  0.00      1.27     0.00   145759     0.00     0.00  std::_Vector_base<std::vector<int, std::allocator<int> >, std::allocator<std::vector<int, std::allocator<int> > > >::_M_deallocate(std::vector<int, std::allocator<int> >*, unsigned long)
  0.00      1.27     0.00   145754     0.00     0.00  void std::_Destroy_aux<false>::__destroy<std::vector<int, std::allocator<int> >*>(std::vector<int, std::allocator<int> >*, std::vector<int, std::allocator<int> >*)
  0.00      1.27     0.00   145754     0.00     0.00  std::_Vector_base<std::vector<int, std::allocator<int> >, std::allocator<std::vector<int, std::allocator<int> > > >::_Vector_impl::~_Vector_impl()
  0.00      1.27     0.00   145754     0.00     0.00  std::_Vector_base<std::vector<int, std::allocator<int> >, std::allocator<std::vector<int, std::allocator<int> > > >::~_Vector_base()
  0.00      1.27     0.00   145754     0.00     0.00  std::vector<std::vector<int, std::allocator<int> >, std::allocator<std::vector<int, std::allocator<int> > > >::~vector()
  0.00      1.27     0.00   145754     0.00     0.00  void std::_Destroy<std::vector<int, std::allocator<int> >*>(std::vector<int, std::allocator<int> >*, std::vector<int, std::allocator<int> >*)
  0.00      1.27     0.00   119002     0.00     0.00  std::_Rb_tree<std::pair<float, Operation>, std::pair<float, Operation>, std::_Identity<std::pair<float, Operation> >, std::less<std::pair<float, Operation> >, std::allocator<std::pair<float, Operation> > >::begin()
  0.00      1.27     0.00   119002     0.00     0.00  std::operator==(std::_Rb_tree_iterator<std::pair<float, Operation> > const&, std::_Rb_tree_iterator<std::pair<float, Operation> > const&)
  0.00      1.27     0.00   115277     0.00     0.00  __gnu_cxx::__normal_iterator<BeamNode*, std::vector<BeamNode, std::allocator<BeamNode> > >::__normal_iterator(BeamNode* const&)
  0.00      1.27     0.00   109685     0.00     0.00  std::_Rb_tree_iterator<std::pair<float, Operation> >::operator--()
  0.00      1.27     0.00   109585     0.00     0.00  std::vector<Operation, std::allocator<Operation> >&& std::forward<std::vector<Operation, std::allocator<Operation> > >(std::remove_reference<std::vector<Operation, std::allocator<Operation> > >::type&)
  0.00      1.27     0.00   109554     0.00     0.00  float& std::forward<float&>(std::remove_reference<float&>::type&)
  0.00      1.27     0.00   109554     0.00     0.00  std::vector<std::vector<int, std::allocator<int> >, std::allocator<std::vector<int, std::allocator<int> > > >&& std::forward<std::vector<std::vector<int, std::allocator<int> >, std::allocator<std::vector<int, std::allocator<int> > > > >(std::remove_reference<std::vector<std::vector<int, std::allocator<int> >, std::allocator<std::vector<int, std::allocator<int> > > > >::type&)
  0.00      1.27     0.00    98634     0.00     0.00  std::_Vector_base<Operation, std::allocator<Operation> >::_Vector_impl_data::_M_copy_data(std::_Vector_base<Operation, std::allocator<Operation> >::_Vector_impl_data const&)
  0.00      1.27     0.00    97756     0.00     0.00  __gnu_cxx::__normal_iterator<Operation*, std::vector<Operation, std::allocator<Operation> > >::__normal_iterator(Operation* const&)
  0.00      1.27     0.00    96073     0.00     0.00  unsigned long const& std::min<unsigned long>(unsigned long const&, unsigned long const&)
  0.00      1.27     0.00    94136     0.00     0.00  std::vector<Operation, std::allocator<Operation> >::max_size() const
  0.00      1.27     0.00    94136     0.00     0.00  std::vector<Operation, std::allocator<Operation> >::_S_max_size(std::allocator<Operation> const&)
  0.00      1.27     0.00    94136     0.00     0.00  std::vector<Operation, std::allocator<Operation> >::_S_relocate(Operation*, Operation*, Operation*, std::allocator<Operation>&)
  0.00      1.27     0.00    94136     0.00     0.00  Operation* std::__relocate_a<Operation*, Operation*, std::allocator<Operation> >(Operation*, Operation*, Operation*, std::allocator<Operation>&)
  0.00      1.27     0.00    94136     0.00     0.00  Operation* std::__relocate_a_1<Operation*, Operation*, std::allocator<Operation> >(Operation*, Operation*, Operation*, std::allocator<Operation>&)
  0.00      1.27     0.00    93114     0.00     0.00  BeamNode::~BeamNode()
  0.00      1.27     0.00    93104     0.00     0.00  std::_Vector_base<Operation, std::allocator<Operation> >::_Vector_impl::_Vector_impl(std::_Vector_base<Operation, std::allocator<Operation> >::_Vector_impl&&)
  0.00      1.27     0.00    93104     0.00     0.00  std::_Vector_base<Operation, std::allocator<Operation> >::_Vector_impl_data::_Vector_impl_data(std::_Vector_base<Operation, std::allocator<Operation> >::_Vector_impl_data&&)
  0.00      1.27     0.00    93104     0.00     0.00  std::_Vector_base<Operation, std::allocator<Operation> >::_Vector_base(std::_Vector_base<Operation, std::allocator<Operation> >&&)
  0.00      1.27     0.00    93104     0.00     0.00  std::_Vector_base<std::vector<int, std::allocator<int> >, std::allocator<std::vector<int, std::allocator<int> > > >::_Vector_impl::_Vector_impl(std::_Vector_base<std::vector<int, std::allocator<int> >, std::allocator<std::vector<int, std::allocator<int> > > >::_Vector_impl&&)
  0.00      1.27     0.00    93104     0.00     0.00  std::_Vector_base<std::vector<int, std::allocator<int> >, std::allocator<std::vector<int, std::allocator<int> > > >::_Vector_impl_data::_Vector_impl_data(std::_Vector_base<std::vector<int, std::allocator<int> >, std::allocator<std::vector<int, std::allocator<int> > > >::_Vector_impl_data&&)
  0.00      1.27     0.00    93104     0.00     0.00  std::_Vector_base<std::vector<int, std::allocator<int> >, std::allocator<std::vector<int, std::allocator<int> > > >::_Vector_base(std::_Vector_base<std::vector<int, std::allocator<int> >, std::allocator<std::vector<int, std::allocator<int> > > >&&)
  0.00      1.27     0.00    93104     0.00     0.00  std::vector<Operation, std::allocator<Operation> >::vector(std::vector<Operation, std::allocator<Operation> >&&)
  0.00      1.27     0.00    93104     0.00     0.00  std::vector<std::vector<int, std::allocator<int> >, std::allocator<std::vector<int, std::allocator<int> > > >::vector(std::vector<std::vector<int, std::allocator<int> >, std::allocator<std::vector<int, std::allocator<int> > > >&&)
  0.00      1.27     0.00    92538     0.00     0.00  BeamNode&& std::forward<BeamNode>(std::remove_reference<BeamNode>::type&)
  0.00      1.27     0.00    88839     0.00     0.00  std::remove_reference<std::vector<Operation, std::allocator<Operation> >&>::type&& std::move<std::vector<Operation, std::allocator<Operation> >&>(std::vector<Operation, std::allocator<Operation> >&)
  0.00      1.27     0.00    87768     0.00     0.00  std::_Vector_base<std::vector<int, std::allocator<int> >, std::allocator<std::vector<int, std::allocator<int> > > >::_Vector_impl_data::_M_copy_data(std::_Vector_base<std::vector<int, std::allocator<int> >, std::allocator<std::vector<int, std::allocator<int> > > >::_Vector_impl_data const&)
  0.00      1.27     0.00    87350     0.00     0.00  std::_Vector_base<Operation, std::allocator<Operation> >::_Vector_impl_data::_Vector_impl_data()
  0.00      1.27     0.00    85470     0.00     0.00  __gnu_cxx::__normal_iterator<BeamNode*, std::vector<BeamNode, std::allocator<BeamNode> > >::base() const
  0.00      1.27     0.00    83068     0.00     0.00  std::__new_allocator<Operation>::deallocate(Operation*, unsigned long)
  0.00      1.27     0.00    83068     0.00     0.00  std::__new_allocator<Operation>::allocate(unsigned long, void const*)
  0.00      1.27     0.00    81906     0.00     0.00  std::_Vector_base<std::vector<int, std::allocator<int> >, std::allocator<std::vector<int, std::allocator<int> > > >::_Vector_impl_data::_Vector_impl_data()
  0.00      1.27     0.00    76044     0.00     0.00  __gnu_cxx::__normal_iterator<std::vector<int, std::allocator<int> > const*, std::vector<std::vector<int, std::allocator<int> >, std::allocator<std::vector<int, std::allocator<int> > > > >::__normal_iterator(std::vector<int, std::allocator<int> > const* const&)
  0.00      1.27     0.00    72470     0.00     0.00  std::vector<Operation, std::allocator<Operation> >::push_back(Operation const&)
  0.00      1.27     0.00    72400     0.00     0.00  std::reverse_iterator<std::_Rb_tree_const_iterator<std::pair<float, Operation> > >::base() const
  0.00      1.27     0.00    72400     0.00     0.00  std::_Rb_tree_const_iterator<std::pair<float, Operation> >::operator--()
  0.00      1.27     0.00    71532     0.00     0.00  std::remove_reference<BeamNode&>::type&& std::move<BeamNode&>(BeamNode&)
  0.00      1.27     0.00    56904     0.00     0.00  BeamNode::BeamNode(BeamNode&&)
  0.00      1.27     0.00    52659     0.00     0.00  std::_Vector_base<std::vector<int, std::allocator<int> >, std::allocator<std::vector<int, std::allocator<int> > > >::_M_get_Tp_allocator() const
  0.00      1.27     0.00    52649     0.00     0.00  std::_Vector_base<Operation, std::allocator<Operation> >::_Vector_impl::_Vector_impl(std::allocator<Operation> const&)
  0.00      1.27     0.00    52649     0.00     0.00  std::_Vector_base<std::vector<int, std::allocator<int> >, std::allocator<std::vector<int, std::allocator<int> > > >::_Vector_impl::_Vector_impl(std::allocator<std::vector<int, std::allocator<int> > > const&)
  0.00      1.27     0.00    48878     0.00     0.00  std::vector<Operation, std::allocator<Operation> >::end()
  0.00      1.27     0.00    48878     0.00     0.00  std::vector<Operation, std::allocator<Operation> >::begin()
  0.00      1.27     0.00    48030     0.00     0.00  unsigned long const& std::max<unsigned long>(unsigned long const&, unsigned long const&)
  0.00      1.27     0.00    47068     0.00     0.00  __gnu_cxx::__normal_iterator<Operation*, std::vector<Operation, std::allocator<Operation> > >::difference_type __gnu_cxx::operator-<Operation*, std::vector<Operation, std::allocator<Operation> > >(__gnu_cxx::__normal_iterator<Operation*, std::vector<Operation, std::allocator<Operation> > > const&, __gnu_cxx::__normal_iterator<Operation*, std::vector<Operation, std::allocator<Operation> > > const&)
  0.00      1.27     0.00    47068     0.00     0.00  std::vector<Operation, std::allocator<Operation> >::_M_check_len(unsigned long, char const*) const
  0.00      1.27     0.00    47068     0.00     0.00  void std::vector<Operation, std::allocator<Operation> >::_M_realloc_insert<Operation const&>(__gnu_cxx::__normal_iterator<Operation*, std::vector<Operation, std::allocator<Operation> > >, Operation const&)
  0.00      1.27     0.00    46269     0.00     0.00  void std::__relocate_object_a<BeamNode, BeamNode, std::allocator<BeamNode> >(BeamNode*, BeamNode*, std::allocator<BeamNode>&)
  0.00      1.27     0.00    45530     0.00     0.00  beam_search(std::vector<std::vector<int, std::allocator<int> >, std::allocator<std::vector<int, std::allocator<int> > > > const&, int, int, int, int, std::function<float (std::vector<std::vector<int, std::allocator<int> >, std::allocator<std::vector<int, std::allocator<int> > > >&)> const&)::{lambda(BeamNode const&, BeamNode const&)#1}::operator()(BeamNode const&, BeamNode const&) const
  0.00      1.27     0.00    41926     0.00     0.00  bool __gnu_cxx::__ops::_Iter_comp_iter<beam_search(std::vector<std::vector<int, std::allocator<int> >, std::allocator<std::vector<int, std::allocator<int> > > > const&, int, int, int, int, std::function<float (std::vector<std::vector<int, std::allocator<int> >, std::allocator<std::vector<int, std::allocator<int> > > >&)> const&)::{lambda(BeamNode const&, BeamNode const&)#1}>::operator()<__gnu_cxx::__normal_iterator<BeamNode*, std::vector<BeamNode, std::allocator<BeamNode> > >, __gnu_cxx::__normal_iterator<BeamNode*, std::vector<BeamNode, std::allocator<BeamNode> > > >(__gnu_cxx::__normal_iterator<BeamNode*, std::vector<BeamNode, std::allocator<BeamNode> > >, __gnu_cxx::__normal_iterator<BeamNode*, std::vector<BeamNode, std::allocator<BeamNode> > >)
